,Unnamed: 0,speciesGroup,taxonomicRankKingdom,taxonomicRankPhylum,taxonomicRankClass,taxonomicRankOrder,taxonomicRankFamily,taxonomicRankGenus,taxonomicRankSpecies,endemicToEurope,populationTrend,useAndTrade,europeanRegionalRedListCategory
575,2704,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Gomphocerus,sibiricus,No,Decreasing,not utilized,LC
797,3205,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Poecilimon,tauricus,Yes,Decreasing,not utilized,NT
1511,5142,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,LUCANIDAE,Platycerus,caprea,No,Stable,utilized,LC
855,3377,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Decticus,verrucivorus,No,Decreasing,not utilized,LC
350,1370,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,sexnotatulum,No,Decreasing,not utilized,EN
982,3835,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Lepadogaster,lepadogaster,No,Stable,not utilized,LC
1086,4153,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Zosterisessor,ophiocephalus,Yes,Stable,utilized,LC
924,3524,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Platycleis,kibris,Yes,Decreasing,not utilized,CR
61,520,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Anthophora,furcata,No,Stable,not utilized,LC
1987,6297,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Oligolimax,annularis,No,Stable,not utilized,LC
1657,5425,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Solatopupa,juliana,Yes,Stable,not utilized,LC
1011,3921,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,CARAPIDAE,Echiodon,drummondii,No,Stable,not utilized,LC
1818,5871,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Cernuella,neglecta,Yes,Stable,not utilized,LC
1529,5167,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Anogcodes,seladonius,No,Stable,not utilized,LC
1599,5338,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Platyla,orthostoma,Yes,Stable,not utilized,NT
1228,4583,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,montagui,No,Stable,utilized,LC
410,1945,Freshwater_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,persicus,No,Decreasing,utilized,CR
80,588,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,gerstaeckeri,No,Stable,not utilized,VU
690,2900,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Zubovskya,banatica,Yes,Stable,not utilized,CR
936,3574,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Rhacocleis,trilobata,Yes,Decreasing,not utilized,CR (PE)
587,2721,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,samnitica,Yes,Decreasing,not utilized,EN
1960,6251,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VALLONIIDAE,Gittenbergia,sororcula,No,Stable,not utilized,LC
1198,4532,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Harriotta,raleighana,No,Stable,not utilized,LC
1950,6223,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Pupilla,triplicata,No,Stable,not utilized,LC
1787,5792,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICODONTIDAE,Lindholmiola,pirinensis,Yes,Stable,not utilized,LC
172,844,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,fabriciana,Yes,Stable,not utilized,LC
56,480,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobatoides,abdominalis,No,Decreasing,not utilized,EN
2007,6336,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,tuberculata,Yes,Stable,not utilized,NT
39,413,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Camptopoeum,friesei,No,Stable,not utilized,LC
1643,5410,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Chondrina,oligodonta,Yes,Stable,not utilized,VU
1264,4660,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Acmaeops,septentrionis,No,Stable,utilized,LC
970,3743,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Clupea,harengus,No,Increasing,utilized,LC
170,841,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,eos,No,Stable,not utilized,LC
1374,4820,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Plagionotus,arcuatus,No,Stable,utilized,LC
258,1032,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,dimidiatus,Yes,Decreasing,not utilized,VU
1394,4871,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Saperda,scalaris,No,Stable,utilized,LC
453,2075,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,LYMNAEIDAE,Radix,pinteri,Yes,Decreasing,not utilized,EN
681,2878,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Stenobothrus,fischeri,No,Decreasing,not utilized,LC
285,1182,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,cephalicus,No,Stable,not utilized,LC
1461,5000,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus,nigrinus,No,Stable,utilized,LC
277,1071,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,wolfi,Yes,Decreasing,not utilized,EN
1849,5948,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Mengoana,jeschaui,Yes,Stable,not utilized,LC
1679,5486,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Mastus,alpicolus,Yes,Stable,not utilized,LC
1638,5401,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Chondrina,gasulli,Yes,Decreasing,not utilized,VU
636,2796,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Paracinema,tricolor,No,Decreasing,not utilized,NT
1559,5219,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Corticeus,fraxini,No,Decreasing,not utilized,VU
1386,4855,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Rhagium,sycophanta,No,Stable,utilized,LC
1485,5077,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EROTYLIDAE,Dacne,bipustulata,No,Stable,utilized,LC
1552,5200,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,PYTHIDAE,Pytho,abieticola,No,Decreasing,utilized,LC
1352,4794,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Obrium,cantharinum,No,Stable,utilized,LC
1007,3897,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Symbolophorus,veranyi,No,Stable,not utilized,LC
11,168,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,hesperia,No,Stable,not utilized,LC
1225,4580,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,maderensis,Yes,Decreasing,utilized,VU
541,2617,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chorthippus,apricarius,No,Stable,not utilized,LC
1521,5155,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,MYCETOPHAGIDAE,Mycetophagus,populi,No,Stable,utilized,LC
1519,5153,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,MYCETOPHAGIDAE,Mycetophagus,multipunctatus,No,Stable,utilized,LC
1446,4956,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CUCUJIDAE,Cucujus,cinnaberinus,Yes,Increasing,utilized,NT
1499,5112,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EUCNEMIDAE,Hylis,procerulus,Yes,Stable,utilized,LC
856,3379,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Ephippiger,apulus,Yes,Decreasing,not utilized,LC
1490,5089,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EROTYLIDAE,Triplax,lepida,No,Stable,utilized,LC
485,2309,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Chilopyrgula,sturanyi,Yes,Decreasing,not utilized,NT
1618,5368,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,reinhardti,Yes,Stable,not utilized,NT
1707,5599,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Allognathus,graellsianus,Yes,Stable,not utilized,LC
1345,4786,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Necydalis,major,No,Stable,utilized,LC
1186,4514,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,melastomus,No,Stable,utilized,LC
977,3826,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Spinachia,spinachia,Yes,Stable,not utilized,LC
1205,4547,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,ferox,No,Decreasing,utilized,CR
1273,4672,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Anastrangalia,dubia,No,Stable,not utilized,LC
1320,4749,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Gracilia,minuta,No,Stable,utilized,LC
424,1997,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Potomida,littoralis,No,Decreasing,not utilized,NT
969,3739,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,TRACHICHTHYIDAE,Hoplostethus,mediterraneus,No,Stable,utilized,LC
713,2990,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLOTALPIDAE,Gryllotalpa,unispina,No,Decreasing,not utilized,LC
814,3294,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Anadrymadusa,brevipennis,Yes,Decreasing,not utilized,VU
445,2060,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,ACROLOXIDAE,Acroloxus,lacustris,No,Stable,not utilized,LC
186,877,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,imperialis,No,Stable,not utilized,LC
682,2879,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Stenobothrus,graecus,No,Decreasing,not utilized,EN
851,3373,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Decorana,incerta,No,Stable,not utilized,LC
1256,4634,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,BOSTRICHIDAE,Amphicerus,bimaculatus,No,Stable,utilized,LC
1592,5311,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TROGOSITIDAE,Seidlitzella,procera,No,Decreasing,utilized,NT
1370,4815,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pedostrangalia,verticalis,No,Stable,utilized,LC
1382,4851,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Rhaesus,serricollis,No,Decreasing,utilized,NT
338,1342,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,pallens,No,Stable,not utilized,LC
1582,5288,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Platydema,violaceum,No,Increasing,not utilized,LC
106,619,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,pyrenaeus,Yes,Stable,not utilized,LC
489,2339,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Hauffenia,edlingeri,Yes,Decreasing,not utilized,CR
408,1943,Freshwater_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,naccarii,Yes,Decreasing,utilized,CR
923,3523,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Platycleis,intermedia,No,Decreasing,not utilized,LC
1692,5533,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Napaeus,bertheloti,Yes,Stable,not utilized,LC
1299,4707,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Cerambyx,scopolii,No,Stable,utilized,LC
336,1337,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,nigripes,No,Stable,not utilized,LC
1998,6322,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,marcida,Yes,Stable,not utilized,LC
1670,5463,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Chondrula,microtragus,Yes,Stable,not utilized,LC
1072,4130,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Millerigobius,macrocephalus,Yes,Stable,not utilized,LC
368,1413,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Rophites,quinquespinosus,No,Decreasing,not utilized,NT
691,2901,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Acanthogryllus,acus,No,Decreasing,not utilized,NT
265,1045,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,impunctatus,No,Decreasing,not utilized,VU
582,2715,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,baccettii,Yes,Decreasing,not utilized,CR (PE)
351,1371,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,sexnotatum,No,Decreasing,not utilized,NT
1711,5603,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Arianta,arbustorum,Yes,Stable,not utilized,LC
526,2585,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Anacridium,aegyptium,No,Stable,not utilized,LC
1990,6307,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,blauneri,Yes,Stable,not utilized,LC
1193,4522,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,asterias,No,Stable,utilized,NT
1462,5001,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus,nigroflavus,No,Stable,utilized,LC
128,644,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,chalybea,No,Stable,not utilized,LC
647,2813,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Podisma,magdalenae,Yes,Decreasing,not utilized,CR
1609,5359,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,biarmata,Yes,Stable,not utilized,LC
1551,5199,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,PROSTOMIDAE,Prostomis,mandibularis,No,Decreasing,utilized,NT
733,3057,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PAMPHAGIDAE,Paranocarodes,chopardi,Yes,Decreasing,not utilized,EN
791,3195,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Poecilimon,pindos,Yes,Decreasing,not utilized,EN
1856,5986,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Monacha,oshanovae,Yes,Stable,not utilized,NT
329,1313,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,laticeps,No,Stable,not utilized,LC
171,842,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,errans,Yes,Decreasing,not utilized,NT
246,1011,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Xylocopa,cantabrita,No,Stable,not utilized,LC
1325,4755,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Grammoptera,ustulata,No,Stable,not utilized,LC
674,2867,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Sphingonotus,willemsei,Yes,Stable,not utilized,LC
1797,5823,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Canariella,leprosa,Yes,Stable,not utilized,VU
1468,5019,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus,tristis,No,Stable,utilized,LC
1769,5735,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,sarcostoma,Yes,Stable,not utilized,LC
297,1208,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,maculatus,No,Stable,not utilized,LC
1381,4850,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pyrrhidium,sanguineum,No,Stable,utilized,LC
7,149,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,gallica,No,Decreasing,not utilized,NT
1396,4874,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Semanotus,laurasii,No,Increasing,utilized,LC
1876,6042,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,elegans,Yes,Stable,not utilized,LC
1526,5164,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Anogcodes,melanurus,No,Stable,not utilized,LC
1497,5110,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EUCNEMIDAE,Hylis,foveicollis,No,Stable,utilized,LC
1740,5683,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,cincta,Yes,Stable,utilized,LC
842,3351,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Conocephalus,fuscus,No,Increasing,not utilized,LC
1470,5033,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Calambus,bipustulatus,No,Decreasing,utilized,LC
1447,4957,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CUCUJIDAE,Cucujus,haematodes,No,Decreasing,utilized,EN
173,847,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,femoralis,No,Stable,not utilized,LC
888,3459,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Miramiola,pusilla,No,Decreasing,not utilized,EN
1712,5605,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Arianta,hessei,Yes,Stable,not utilized,NT
1868,6021,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Pyrenaearia,carascalensis,Yes,Stable,not utilized,LC
994,3878,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diogenichthys,atlanticus,No,Stable,not utilized,LC
591,2728,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Mioscirtus,wagneri,No,Decreasing,not utilized,NT
905,3493,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,gionica,Yes,Decreasing,not utilized,CR
308,1229,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,sexcinctus,No,Stable,not utilized,LC
341,1351,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,politum,No,Stable,not utilized,LC
1785,5781,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Tyrrhenaria,ceratina,Yes,Stable,not utilized,CR
663,2841,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Sphingonotus,candidus,Yes,Decreasing,not utilized,NT
389,1900,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Trachusa,dumerlei,No,Stable,not utilized,LC
872,3409,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Eupholidoptera,cypria,No,Decreasing,not utilized,NT
1197,4530,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,pallidus,No,Stable,not utilized,LC
151,795,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,alboguttata,No,Stable,not utilized,LC
1329,4764,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Judolia,dentatofasciata,No,Stable,not utilized,LC
1705,5597,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Zebrina,kindermanni,Yes,Stable,not utilized,LC
1421,4913,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Tetropium,fuscum,No,Increasing,not utilized,LC
1221,4574,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Malacoraja,spinacidermis,No,Stable,not utilized,LC
592,2729,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Miramella,alpina,Yes,Stable,not utilized,LC
99,612,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,pascuorum,No,Increasing,not utilized,LC
206,913,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,numida,No,Stable,not utilized,LC
226,949,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,sheppardana,No,Stable,not utilized,LC
805,3230,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,RHAPHIDOPHORIDAE,Dolichopoda,bolivari,Yes,Stable,not utilized,LC
799,3217,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Polysarcus,denticauda,Yes,Decreasing,not utilized,LC
702,2940,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Oecanthus,pellucens,No,Increasing,not utilized,LC
147,721,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Eucera,interrupta,No,Decreasing,not utilized,LC
1302,4718,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Chlorophorus,sartor,No,Stable,utilized,LC
